Death panels come to NY: #NY issues do-not-resuscitate guideline for cardiac patients amid #coronavirus #MAGA #GOP	459
Dr. Trump prescription killed this republican!Arizona man dies after self-medicating with chloroquine to treat coronavirus - CNN	4335
Prediction: #COVID19 numbers in Japan set to explode Japan Debt to GDP ratio, 2017 (%): 238% - WEF	1881
The federal government has failed the states so Maryland obtained 500,000 test kits from South Korea.	2048
Trump's Lack of Federal Leadership has Lost Jobs and Wiped out Their Health Insurance.	431
CNBC Now: Mortgage forbearance requests jump nearly 2,000% as borrowers seek relief during coronavirus outbreak	418
Boeing hires Lazard, Evercore to assess government aid, private sector loans: source REUTERS	7777
#NeverTrustaToryEven at this time of crisis the , yet again, attack #OurNHS half-brother criticizes PM's treatment before hospital	6389
Thousands flock to L.A. city coronavirus testing sites - Los Angeles Times	3469
No herd immunity and the highest per capita death rate in Europe.	225
U.S. citizens with immigrant spouses fight for coronavirus checks they were denied, by	1623
$1,200 government checks wont cover many Americans rent and mortgage payments due April 1st	5461
Wonder how many die hard ppl ran out and purchased disinfectant and believe this is a cure 	2026
Coronavirus batters younger Latinos and blacks in California - Los Angeles Times	3221
Biden says coronavirus hasn't changed his mind on single-payer from	3073
USA: Coroners worry #COVID19 test shortages could lead to uncounted deaths	4690
McConnell, Pelosi decline Trump administration offer of rapid coronavirus tests	3623
Trump Endorsed Treatment Has 45% Increased Risk Of Death...still standing by your man ?	1643
#Billionaires compound with its own #coronavirus testing center stokes anger on the French Riviera - The Washington Post	2913
Another lie, 45 is making sure people show up to his campaigb ralliesIn coronavirus tweet storm, Trump touts suspect 'cure'	7516
Kenyans Held For Weeks in Quarantine Were Told to Pay to Get Out	6251
Coronavirus is killing black Americans more than any other group in the US, study finds	8230
From Peru to Ecuador to Boli to Tibet, few coronavirus cases at high altitudes	6931
Coronavirus infection rate in metro D.C. is three times higher than outside region	3355
U.S. governments ability to quarantine possible coronavirus patients is vast - The Washington Post	2818
Coronavirus 'parties' in this county linked to rise in cases, officials say	4703
Wall Street desperate for a bottom regards 70K new cases of #COVID19 as a good reason to get rich.	2573
Pompeo rips China over alleged hacking of COVID-19 research	7664
This hotel is offering a luxury quarantine package, including a $500 coronavirus test - The Washington Post	1692
Texas 'mom and pop' business flooded with orders for helmet ventilators amid coronavirus crisis	4284
Tilman Fertitta: Restaurant sales down $1 million daily due to COVID-19	2554
Cordoba, Spain- not one case of coronavirus: They did it right in this town of 1,400.	7674
50 hospitals, two dozen nursing homes under scrutiny for coronavirus-related workplace issues	7387
U.S. stocks tumble, with Dow off nearly 800 points, after massive three-day rally	1160
US customs will seize exports of #gloves, #masks and #respirators amid #coronavirus #pandemic from $mmm $gm $ge $hon	2786
Exclusive: Iran-linked hackers recently targeted coronavirus drugmaker Gilead #CyberAttack	583
Mexico's president shifts tone on coronavirus, urges people to stay home, warns of dire consequences	1752
#COVID19 has killed more Americans (58,300) than the Vietnam War,which lasted more than a decade	45
For the elderly, ventilators rarely save lives, study confirms.#Covid_19 #coronavirus	1757
Iowa cities are among the highest in rates of new COVID-19 cases.	7800
Trump doesn t wear coronavirus mask to plant, after being told he should 	1273
Less than half UK's Covid-19 testing capacity being used, figures... #covid19 #coronaviruscovid19 #covid19memes #fightingcovid19 #covid19italia #bajucovid19 #covid19india #covid19testing #covid19news #indonesiabebascovid19	1691
Since the start of the pandemic, Genesis II has been marketing MMS as a cure to coronavirus	5668
Warren, Ocasio-Cortez call for temporary halt to big mergers - NBC News	4045
21 people on the Grand Princess cruise ship off California coast have tested positive for coronavirus	9308
UK house prices to fall on coronavirus, but analysts dont expect a 2008-like collapse	7379
Antibody tests for Covid-19 wrong half the time, CDC says ( / CNN)	509
Coronavirus: William Barr orders DOJ action on COVID-19 stay-at-home orders	2689
Bristling at coronavirus inquiry calls, China suspends Australian beef imports in trade dispute	4478
#Florida #scientist says she was #fired for refusing to change Covid-19 #data 'to support reopen plan' #USNotaDemocracy #US	1559
What COVID19 has done to demand is something that was never imagined with oil prices plummeting below $1	1587
Maryland governor slams Trump claim states have enough coronavirus testing as 'absolutely false' #Trump#CNBC#Roboinfo0.120#Robotex group	7970
The Environmental Protection Agency suspended enforcement of its civil environmental regulations, citing the coronavirus outbreak.	2822
Kentucky sees highest spike in coronavirus cases after extreme-right protests against state lockdown #END	842
MIT study: Subways a 'major disseminator' of #coronavirus in NYC. #COVID19	6225
#Vilnius gives public space to bars and cafes to allow physical #distancing during #COVID19 lockdown	8398
Text message tells vulnerable people in UK they are dropped from shielding list #Coronavirus #Cummings #BorisJohnson	2910
Oil services firm aiding Artic drilling receives $6.8 million in coronavirus stimulus funds	2433
70% of inmates at California prison found to have coronavirus - Los Angeles Times	970
Health care workers stand against protestors opposing coronavirus lockdown in Colorado	1517
From CNN: House approves historic rules change to allow remote voting during Covid-19 pandemic	3559
Coronavirus Live Updates: Trump Invokes Law to Increase Medical Supplies, Including Masks - The New York Times	903
Studies find huge benefit from life-saving social distancing policies, despite economic pain - The Washington Post	1444
Fed seeks banks' advice as it gets into direct financing with coronavirus relief from ... total saskaren #inflationary fiat debasement	5906
just a reminder that japan didnt lockdown their country and just recommended people stay in doors without violating their constitution	8488
France releases evidence the coronavirus #COVID19 was infecting Europeans and likely Americans as early as November 2020	3356
Blood donation guidelines changed by FDA because of shortages during coronavirus pandemic - CNN	7347
Honda declines to give outlook as profit slides amid coronavirus pandemic REUTERS	8445
Texas and Ohio move to limit abortion as part of coronavirus response - CNN 	128
'Dilly-dallying around': Coronavirus relief again falls short in U.S. Senate vote (Reuters)	3413
Gilead CEO says remdesivir available to coronavirus patients this week: Weve donated the entire supply	624
Apple sold fewer than 500,000 smartphones in China in February amid coronavirus - Reuters	9225
Trump's botched COVID-19 response caused the 'American carnage' he swore to end | By Halie Soifer	5890
We still have darkness: the town where an HIV outbreak occurred under Mike #Pence #COVID19	3805
China lied about true origin of coronavirus: intel report	2512
Italy now has approximately as many confirmed cases as Iran and South Korea combined...	2981
De Blasio didn't order COVID-19 supplies until two weeks ago	6340
The worst kind of unintended consequences: As COVID-19 pushes tourists out of African wildlife zones, poachers are moving in.	4161
Three Russian doctors MYSTERIOUSLY fall from hospital windows, raising questions amid coronavirus pandemic	187
Inmates committing crimes after coronavirus release unconscionable: De Blasio	2620
House Democrats set vote on $3 trillion coronavirus wishlist	440
Verizon loses 68,000 wireless subscribers as coronavirus takes toll - Reuters	1534
Dumbshit approval dips amid mounting coronavirus death toll, trails Biden by 8 points	58
CDC Issues Alert to Doctors on Rare COVID-19 Mystery Illness in Children NECN	1850
NYC on Wednesday night reported 81 additional coronavirus fatalities, raising the death toll to 280.	5679
coronavirus pandemic could increase men's participation in household labor, including childcare, even after the pandemic is over. #gender	7856
#OPEC and #Russia have postponed a meeting set for Monday to discuss supply cuts andending a brutal price war #oil #COVID19 #CoronavirusPandemic	3834
A week ago, China closed the last of its emergency hospitals as viral infections subsided.	9336
Treasury pushes tax payment deadline back 90 days due to coronavirus	4553
Inside the Trump administration coronavirus testing failure: Alarm and dismay among the scientists who sought to help	1889
While some states show a slight decline in no of daily deaths, some other are on the rise.	3064
Fxo News accused of downplaying coronavirus as it moves to protect stffa	9337
Louisiana Police Officer said 'unfortunate' coronavirus didn't kill more black people, gets fired 	758
'Coronavirus-related illness' affecting children emerging in the UK, health officials warn | Euronews	4648
Previous articles that said is using the Roche test:	6598
UK went into this healthcare crisis with about 8000 ventilators, meaning China sourcing has increased stock by around 10%	5643
80% patients in L.A. County are ages 18 to 65, infecting people 'across the board'	6196
CNN: Coronavirus is killing more African Americans than any other group in the US, study finds.	2298
Coronavirus drives up demand - and pay - for temporary U.S. nurses (Reuters)	2636
Storage cost (demurrage) rise while transport cost (freight) fall for crude carriers #Covid19 #pandemic	1402
#Coronavirus disease has killed more Americans than Vietnam War -	45
Adviser warned Trump in January of Dire risk of Coronavirus:	1831
Key PPE items not in pandemic response stockpile as Covid-19 #coronavirus struck 	1722
CDC: coronavirus survived in Princess Cruise cabins up to 17 days after passengers left. #wearefucked #COVID19 #coronavirus #CoronavirusOutbreak	557
Citing #coronavirus, homeless families seize 12 vacant homes in L.A.: 'We have to do this' #CapiltalismhasFailed	844
Arizona man dies after self-medicating with chloroquine to treat #coronavirus - CNN #Chloroquine #Trump	4335
Voters turned up to vote in Wisconsin, in spite of coronavirus	1203
More reporting on the data showing Black people more likely to die from #COVID19 in the UK.	2732
USs lack of universal healthcare forces employees with Coronavirus to go to work - no sick leave; no healthcare.	1801
Patients with certain cancers are nearly three times more likely to die of covid-19, study says	637
Patients with certain cancers are nearly three times more likely to die of covid-19 than non-cancer patients, study says	637
Navajo Nation surpasses New York state for the highest #COVID19 infection rate in the US	17
US Germ Warfare Lab Creates Test For Pre-Infectious #COVID19 Carriers Guardian #US #LiveSquawk#Roboinfo0.120#Robotex group	1721
Michael Caputo made racist comments about Chinese people in now-deleted tweets - CNNPolitics Very alarming! #covid19 #CaputosRacist #CaputoFakeNews	2288
Some countries in Asia are experiencing a resurgence in coronavirus cases #Asia #CNBC#Roboinfo0.120#Robotex group	5851
#Westchester County school closes over #coronavirus for rest of year -- despite no cases 	265
#TurnTexasBlue The President knew about the #coronavirus and put our lives at risk!	3976
The virus hunters who search bat caves to predict the next #pandemic They've already discovered 500 different #coronavirus strains.	5164
Just 7.3% of Stockholm had Covid-19 antibodies by end of April #healthconcerns #Sweden #pandemic	225
NGOs warn lone children in particular have been effectively abandoned as #COVID19 forces support services closed #CoronavirusPandemic	1616
Those numbers take your breath away: COVID-19 is hitting Chicagos black neighborhoods much harder than others, officials say	2359
#Israeli firm raises $5 million for tech to recognize #mask -covered faces - Reuters	2819
